,equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_buts,resultat
6492,Manchester Red,Spurs,1.9,4.04,3.47,1-1,1.0,1.0,2.0,N
6493,Manchester Blue,Sunderland,1.17,7.75,12.64,5-0,5.0,0.0,5.0,D
6494,N. Forest,Newcastle,2.52,3.58,2.6,0-0,0.0,0.0,0.0,N
6495,A. Villa,Leeds,1.25,5.87,11.07,4-1,4.0,1.0,5.0,D
6496,Burnley,Liverpool,5.62,4.43,1.52,0-3,0.0,3.0,3.0,E
6497,Bournemouth,London Reds,5.73,3.74,1.62,2-1,2.0,1.0,3.0,D
6498,Fulham,London Blues,2.2,3.79,2.93,1-2,1.0,2.0,3.0,E
6499,Everton,Wolverhampton,1.91,3.41,4.13,1-0,1.0,0.0,1.0,D
6500,London Blues,A. Villa,1.67,3.93,4.82,3-2,3.0,2.0,5.0,D
6501,Brighton,Bournemouth,1.61,4.55,4.6,3-1,3.0,1.0,4.0,D
6502,London Reds,Everton,1.28,5.47,10.57,3-1,3.0,1.0,4.0,D
6503,Sunderland,N. Forest,4.6,3.87,1.71,1-3,1.0,3.0,4.0,E
6504,Spurs,West Ham,1.58,4.62,4.76,3-3,3.0,3.0,6.0,N
6505,Fulham,Burnley,1.54,4.75,5.0,1-0,1.0,0.0,1.0,D
6506,C. Palace,Manchester Blue,4.52,3.77,1.74,1-1,1.0,1.0,2.0,N
6507,Wolverhampton,Newcastle,3.25,3.76,2.06,2-2,2.0,2.0,4.0,N
6508,Leeds,Brentford,6.23,4.24,1.51,1-2,1.0,2.0,3.0,E
6509,Liverpool,Manchester Red,1.28,5.64,10.05,3-1,3.0,1.0,4.0,D
6510,A. Villa,Burnley,1.3,6.05,8.15,4-2,4.0,2.0,6.0,D
6511,N. Forest,C. Palace,2.04,3.37,3.64,1-1,1.0,1.0,2.0,N
6512,Brentford,London Blues,2.03,4.07,3.1,3-2,3.0,2.0,5.0,D
6513,London Reds,Wolverhampton,1.21,6.77,11.39,1-2,1.0,2.0,3.0,E
6514,West Ham,Liverpool,3.65,4.05,1.85,1-4,1.0,4.0,5.0,E
6515,Bournemouth,Spurs,2.54,3.74,2.51,0-3,0.0,3.0,3.0,E
6516,Everton,Brighton,2.71,3.54,2.45,0-3,0.0,3.0,3.0,E
6517,Newcastle,Sunderland,1.27,5.96,9.72,4-0,4.0,0.0,4.0,D
6518,Manchester Blue,Leeds,1.1,9.14,22.28,1-0,1.0,0.0,1.0,D
6519,Manchester Red,Fulham,1.91,3.63,3.82,0-0,0.0,0.0,0.0,N
6520,London Blues,Manchester Blue,3.1,3.43,2.24,2-1,2.0,1.0,3.0,D
6521,Burnley,Brentford,3.86,3.46,1.95,0-1,0.0,1.0,1.0,E
6522,Fulham,West Ham,1.75,4.09,4.09,1-3,1.0,3.0,4.0,E
6523,Spurs,Everton,1.6800000000000002,3.98,4.69,1-2,1.0,2.0,3.0,E
6524,Brighton,London Reds,4.39,3.85,1.75,1-1,1.0,1.0,2.0,N
6525,Wolverhampton,Sunderland,1.87,3.86,3.76,2-1,2.0,1.0,3.0,D
6526,C. Palace,Newcastle,2.59,3.75,2.46,1-1,1.0,1.0,2.0,N
6527,Leeds,N. Forest,3.66,3.77,1.92,1-2,1.0,2.0,3.0,E
6528,A. Villa,Manchester Red,1.57,4.38,5.16,3-0,3.0,0.0,3.0,D
6529,Liverpool,Bournemouth,1.24,6.42,9.99,2-1,2.0,1.0,3.0,D
6530,West Ham,A. Villa,2.24,3.63,2.96,0-4,0.0,4.0,4.0,E
6531,Bournemouth,Fulham,2.49,3.3,2.8200000000000003,3-0,3.0,0.0,3.0,D
6532,Brighton,Wolverhampton,1.51,4.57,5.61,3-1,3.0,1.0,4.0,D
6533,Everton,Liverpool,3.82,3.61,1.92,0-2,0.0,2.0,2.0,E
6534,N. Forest,London Blues,2.14,3.59,3.18,0-1,0.0,1.0,1.0,E
6535,Newcastle,Leeds,1.18,6.7,15.73,3-1,3.0,1.0,4.0,D
6536,Sunderland,C. Palace,6.12,3.99,1.55,1-1,1.0,1.0,2.0,N
6537,London Reds,Spurs,1.42,5.35,5.94,1-1,1.0,1.0,2.0,N
6538,Manchester Blue,Burnley,1.16,8.23,12.74,6-0,6.0,0.0,6.0,D
6539,Brentford,Manchester Red,1.85,4.02,3.69,1-1,1.0,1.0,2.0,N
6540,London Blues,Newcastle,1.92,3.88,3.5700000000000003,3-0,3.0,0.0,3.0,D
6541,Fulham,Everton,1.83,3.55,4.28,0-1,0.0,1.0,1.0,E
6542,Burnley,N. Forest,2.45,3.43,2.78,2-1,2.0,1.0,3.0,D
6543,Liverpool,London Reds,2.34,3.4,2.95,1-2,1.0,2.0,3.0,E
6544,Spurs,Brighton,2.04,4.4,2.91,3-1,3.0,1.0,4.0,D
6545,Brentford,West Ham,1.61,4.5600000000000005,4.55,2-4,2.0,4.0,6.0,E
6546,Wolverhampton,C. Palace,2.46,3.31,2.86,0-2,0.0,2.0,2.0,E
6547,A. Villa,Bournemouth,1.46,5.06,5.6,3-0,3.0,0.0,3.0,D
6548,Leeds,Sunderland,3.86,3.8,1.86,0-1,0.0,1.0,1.0,E
6549,Manchester Red,Manchester Blue,3.64,3.51,2.0,0-6,0.0,6.0,6.0,E
6550,Newcastle,Burnley,1.21,6.87,11.25,1-1,1.0,1.0,2.0,N
6551,Sunderland,London Blues,7.02,4.61,1.43,0-0,0.0,0.0,0.0,N
6552,Everton,A. Villa,2.4,3.16,3.06,1-1,1.0,1.0,2.0,N
6553,Spurs,Wolverhampton,1.49,4.9,5.44,5-0,5.0,0.0,5.0,D
6554,Brighton,Liverpool,2.63,3.94,2.35,1-1,1.0,1.0,2.0,N
6555,Bournemouth,Brentford,2.63,3.26,2.68,1-3,1.0,3.0,4.0,E
6556,London Reds,Fulham,1.42,4.92,6.5600000000000005,5-1,5.0,1.0,6.0,D
6557,Manchester Blue,West Ham,1.21,6.89,10.92,3-1,3.0,1.0,4.0,D
6558,C. Palace,Leeds,1.48,4.23,6.78,1-1,1.0,1.0,2.0,N
6559,N. Forest,Manchester Red,2.04,3.44,3.5700000000000003,2-0,2.0,0.0,2.0,D
6560,Manchester Blue,Bournemouth,1.24,6.73,9.45,2-1,2.0,1.0,3.0,D
6561,Wolverhampton,Leeds,1.63,3.81,5.4,1-0,1.0,0.0,1.0,D
6562,London Blues,C. Palace,1.69,3.74,4.96,2-2,2.0,2.0,4.0,N
6563,Burnley,Sunderland,2.38,3.51,2.8200000000000003,1-0,1.0,0.0,1.0,D
6564,Liverpool,Spurs,1.35,5.61,7.06,0-0,0.0,0.0,0.0,N
6565,Fulham,Brighton,2.26,4.12,2.67,1-1,1.0,1.0,2.0,N
6566,A. Villa,London Reds,3.29,3.65,2.08,1-2,1.0,2.0,3.0,E
6567,Brentford,Everton,1.67,3.99,4.77,0-1,0.0,1.0,1.0,E
6568,West Ham,N. Forest,1.79,3.98,4.0,0-2,0.0,2.0,2.0,E
6569,Manchester Red,Newcastle,2.16,3.75,3.03,2-1,2.0,1.0,3.0,D
6570,N. Forest,Bournemouth,1.86,3.9,3.75,1-1,1.0,1.0,2.0,N
6571,Brighton,A. Villa,1.76,3.98,4.15,1-2,1.0,2.0,3.0,E
6572,Leeds,London Blues,5.67,4.39,1.53,1-4,1.0,4.0,5.0,E
6573,Newcastle,West Ham,1.31,5.55,8.76,6-0,6.0,0.0,6.0,D
6574,Liverpool,Wolverhampton,1.19,6.85,13.21,2-0,2.0,0.0,2.0,D
6575,Everton,Manchester Blue,5.05,3.46,1.75,0-0,0.0,0.0,0.0,N
6576,Sunderland,Manchester Red,6.35,4.22,1.5,1-2,1.0,2.0,3.0,E
6577,Spurs,Fulham,1.94,4.06,3.35,3-1,3.0,1.0,4.0,D
6578,London Reds,Brentford,1.44,4.77,6.34,3-0,3.0,0.0,3.0,D
6579,C. Palace,Burnley,1.57,4.49,5.04,1-0,1.0,0.0,1.0,D
6580,Burnley,Leeds,2.01,3.23,3.95,2-4,2.0,4.0,6.0,E
6581,Brentford,Brighton,2.07,4.31,2.89,0-2,0.0,2.0,2.0,E
6582,A. Villa,Spurs,1.7000000000000002,4.57,3.93,1-1,1.0,1.0,2.0,N
6583,N. Forest,Everton,1.84,3.28,4.69,3-1,3.0,1.0,4.0,D
6584,Wolverhampton,London Blues,2.56,3.59,2.56,1-4,1.0,4.0,5.0,E
6585,Fulham,Liverpool,3.1,4.07,2.03,0-3,0.0,3.0,3.0,E
6586,Bournemouth,Newcastle,2.8200000000000003,3.58,2.35,3-2,3.0,2.0,5.0,D
6587,West Ham,Sunderland,1.88,3.97,3.62,1-1,1.0,1.0,2.0,N
6588,Manchester Red,C. Palace,1.79,3.63,4.4,3-1,3.0,1.0,4.0,D
6589,Manchester Blue,London Reds,2.31,3.67,2.8200000000000003,2-2,2.0,2.0,4.0,N
6590,London Reds,N. Forest,1.24,6.39,10.23,3-0,3.0,0.0,3.0,D
6591,Spurs,Brentford,2.01,4.03,3.18,2-4,2.0,4.0,6.0,E
6592,Newcastle,Everton,1.33,4.89,9.46,4-0,4.0,0.0,4.0,D
6593,Leeds,Manchester Red,4.93,3.86,1.67,1-5,1.0,5.0,6.0,E
6594,London Blues,Burnley,1.34,5.45,7.73,4-1,4.0,1.0,5.0,D
6595,Fulham,Wolverhampton,1.66,4.27,4.49,3-2,3.0,2.0,5.0,D
6596,Brighton,Manchester Blue,3.54,3.74,1.96,0-3,0.0,3.0,3.0,E
6597,Sunderland,Bournemouth,5.41,4.41,1.54,3-1,3.0,1.0,4.0,D
6598,Liverpool,A. Villa,1.31,5.41,9.13,4-0,4.0,0.0,4.0,D
6599,C. Palace,West Ham,1.8,3.91,4.04,2-1,2.0,1.0,3.0,D
6600,A. Villa,Fulham,1.67,4.21,4.48,2-2,2.0,2.0,4.0,N
6601,Manchester Blue,Spurs,1.33,6.08,6.87,3-1,3.0,1.0,4.0,D
6602,Brentford,Liverpool,2.78,4.22,2.16,1-2,1.0,2.0,3.0,E
6603,West Ham,Leeds,1.57,4.04,5.75,2-0,2.0,0.0,2.0,D
6604,Bournemouth,C. Palace,2.38,3.18,3.07,1-0,1.0,0.0,1.0,D
6605,Manchester Red,London Blues,1.94,3.71,3.64,1-0,1.0,0.0,1.0,D
6606,Newcastle,London Reds,2.74,3.4,2.5,0-1,0.0,1.0,1.0,E
6607,Everton,Sunderland,1.92,3.49,3.97,4-0,4.0,0.0,4.0,D
6608,Wolverhampton,Burnley,1.77,4.03,4.04,0-1,0.0,1.0,1.0,E
6609,N. Forest,Brighton,2.16,3.82,2.98,0-1,0.0,1.0,1.0,E
6610,Sunderland,London Reds,24.77,8.25,1.11,1-2,1.0,2.0,3.0,E
6611,Brighton,Newcastle,2.17,3.89,2.93,0-0,0.0,0.0,0.0,N
6612,Leeds,Bournemouth,4.43,4.17,1.6800000000000002,3-1,3.0,1.0,4.0,D
6613,Liverpool,Manchester Blue,2.04,3.6,3.43,2-0,2.0,0.0,2.0,D
6614,C. Palace,Everton,1.87,3.37,4.4,3-0,3.0,0.0,3.0,D
6615,A. Villa,Wolverhampton,1.34,5.48,7.72,3-0,3.0,0.0,3.0,D
6616,London Blues,West Ham,1.48,4.51,6.12,2-2,2.0,2.0,4.0,N
6617,Fulham,Brentford,2.38,3.64,2.74,1-2,1.0,2.0,3.0,E
6618,Burnley,Manchester Red,3.2,3.32,2.24,0-3,0.0,3.0,3.0,E
6619,Spurs,N. Forest,1.49,4.99,5.35,1-4,1.0,4.0,5.0,E
6620,Brentford,A. Villa,1.83,4.09,3.72,1-1,1.0,1.0,2.0,N
6621,London Reds,C. Palace,1.38,4.96,7.51,2-1,2.0,1.0,3.0,D
6622,Manchester Blue,Fulham,1.33,5.52,7.85,5-0,5.0,0.0,5.0,D
6623,Wolverhampton,Manchester Red,2.46,3.4,2.78,3-1,3.0,1.0,4.0,D
6624,Newcastle,Spurs,1.5,4.89,5.28,4-1,4.0,1.0,5.0,D
6625,Sunderland,Brighton,8.11,5.57,1.32,0-1,0.0,1.0,1.0,E
6626,Everton,Leeds,1.64,3.53,6.0,0-2,0.0,2.0,2.0,E
6627,West Ham,Burnley,1.69,4.36,4.19,4-1,4.0,1.0,5.0,D
6628,Bournemouth,London Blues,2.42,3.41,2.83,0-1,0.0,1.0,1.0,E
6629,N. Forest,Liverpool,2.95,3.68,2.23,0-0,0.0,0.0,0.0,N
6630,Newcastle,Sunderland,1.24,6.4,10.54,1-1,1.0,1.0,2.0,N
6631,A. Villa,Burnley,1.31,5.94,7.74,2-3,2.0,3.0,5.0,E
6632,N. Forest,Wolverhampton,1.65,4.02,4.88,1-3,1.0,3.0,4.0,E
6633,Manchester Red,Fulham,1.94,3.59,3.75,0-1,0.0,1.0,1.0,E
6634,London Blues,West Ham,1.47,4.58,6.28,3-2,3.0,2.0,5.0,D
6635,Leeds,Bournemouth,4.46,4.22,1.67,0-2,0.0,2.0,2.0,E
6636,Liverpool,London Reds,2.37,3.41,2.89,2-2,2.0,2.0,4.0,N
6637,Manchester Blue,Brentford,1.38,5.17,7.15,1-1,1.0,1.0,2.0,N
6638,Everton,Spurs,2.77,3.5700000000000003,2.39,3-1,3.0,1.0,4.0,D
6639,C. Palace,Brighton,2.29,3.92,2.71,1-2,1.0,2.0,3.0,E
6640,London Reds,Newcastle,1.5,4.86,5.32,4-1,4.0,1.0,5.0,D
6641,London Blues,Liverpool,2.33,3.73,2.76,2-2,2.0,2.0,4.0,N
6643,Bournemouth,Everton,2.01,3.14,4.08,2-1,2.0,1.0,3.0,D
6644,Fulham,Brighton,2.21,4.13,2.73,0-5,0.0,5.0,5.0,E
6645,Brentford,C. Palace,1.9,3.94,3.5700000000000003,3-0,3.0,0.0,3.0,D
6647,Sunderland,Leeds,3.21,3.14,2.32,1-0,1.0,0.0,1.0,D
6648,Wolverhampton,A. Villa,2.36,3.44,2.89,1-2,1.0,2.0,3.0,E
6649,Spurs,Manchester Red,1.8,4.1,3.83,1-0,1.0,0.0,1.0,D
6650,Brighton,Brentford,2.05,3.65,3.36,2-0,2.0,0.0,2.0,D
6651,C. Palace,Burnley,1.58,4.47,4.89,1-0,1.0,0.0,1.0,D
6652,Leeds,London Reds,18.13,7.17,1.16,1-2,1.0,2.0,3.0,E
6653,Spurs,Fulham,1.88,4.14,3.5,1-3,1.0,3.0,4.0,E
6654,N. Forest,Liverpool,2.97,3.71,2.2,1-2,1.0,2.0,3.0,E
6655,Newcastle,London Blues,1.47,4.64,6.02,3-2,3.0,2.0,5.0,D
6656,Everton,Sunderland,1.97,3.45,3.82,2-1,2.0,1.0,3.0,D
6657,Manchester Blue,Wolverhampton,1.16,7.78,13.84,3-0,3.0,0.0,3.0,D
6658,Manchester Red,Bournemouth,1.65,4.28,4.5600000000000005,0-3,0.0,3.0,3.0,E
6659,A. Villa,West Ham,1.45,4.87,6.11,3-2,3.0,2.0,5.0,D
6660,Burnley,Brighton,3.8,3.96,1.84,1-1,1.0,1.0,2.0,N
6661,Fulham,Brentford,2.38,3.64,2.74,3-1,3.0,1.0,4.0,D
6662,Liverpool,A. Villa,1.28,5.63,9.61,1-0,1.0,0.0,1.0,D
6663,Bournemouth,Spurs,2.59,3.69,2.48,0-2,0.0,2.0,2.0,E
6664,Wolverhampton,C. Palace,2.5700000000000003,3.25,2.75,0-2,0.0,2.0,2.0,E
6665,London Blues,Leeds,1.29,5.28,10.57,2-2,2.0,2.0,4.0,N
6666,West Ham,Manchester Blue,4.98,3.99,1.64,1-0,1.0,0.0,1.0,D
6667,Sunderland,Manchester Red,6.1,4.14,1.53,2-4,2.0,4.0,6.0,E
6668,London Reds,Everton,1.29,5.27,10.22,3-0,3.0,0.0,3.0,D
6669,N. Forest,Newcastle,2.46,3.62,2.66,2-0,2.0,0.0,2.0,D
6670,Manchester Blue,Liverpool,1.56,4.83,4.76,2-0,2.0,0.0,2.0,D
6671,C. Palace,West Ham,1.82,3.77,4.09,3-1,3.0,1.0,4.0,D
6672,Bournemouth,Fulham,2.51,3.22,2.85,2-2,2.0,2.0,4.0,N
6673,Everton,London Blues,2.6,3.25,2.71,1-1,1.0,1.0,2.0,N
6674,Leeds,N. Forest,3.68,3.73,1.92,2-1,2.0,1.0,3.0,D
6675,A. Villa,Newcastle,1.88,4.2,3.46,1-0,1.0,0.0,1.0,D
6676,Brighton,Wolverhampton,1.48,4.65,5.97,3-1,3.0,1.0,4.0,D
6677,Brentford,Burnley,1.46,5.24,5.36,1-1,1.0,1.0,2.0,N
6678,Spurs,Sunderland,1.51,4.91,5.14,3-2,3.0,2.0,5.0,D
6679,Manchester Red,London Reds,4.12,3.52,1.88,0-1,0.0,1.0,1.0,E
6680,Fulham,Burnley,1.6,4.55,4.62,2-3,2.0,3.0,5.0,E
6681,West Ham,Brighton,2.48,3.97,2.47,3-0,3.0,0.0,3.0,D
6682,N. Forest,Everton,1.83,3.32,4.69,1-0,1.0,0.0,1.0,D
6683,A. Villa,Leeds,1.24,5.95,11.34,5-1,5.0,1.0,6.0,D
6684,Liverpool,C. Palace,1.33,5.13,8.91,2-0,2.0,0.0,2.0,D
6685,London Blues,Manchester Red,1.63,3.99,5.15,1-1,1.0,1.0,2.0,N
6686,London Reds,Spurs,1.43,5.31,5.76,4-1,4.0,1.0,5.0,D
6687,Newcastle,Manchester Blue,2.37,3.5700000000000003,2.79,0-2,0.0,2.0,2.0,E
6688,Wolverhampton,Brentford,2.75,3.31,2.53,0-0,0.0,0.0,0.0,N
6689,Sunderland,Bournemouth,5.61,4.57,1.51,1-2,1.0,2.0,3.0,E
6690,Bournemouth,London Reds,5.92,3.79,1.6,2-1,2.0,1.0,3.0,D
6691,Burnley,Wolverhampton,2.48,3.39,2.77,1-2,1.0,2.0,3.0,E
6692,Brighton,Liverpool,2.66,3.97,2.32,4-2,4.0,2.0,6.0,D
6693,Sunderland,Fulham,6.96,4.44,1.45,1-4,1.0,4.0,5.0,E
6694,Spurs,London Blues,1.87,4.24,3.45,3-2,3.0,2.0,5.0,D
6695,Brentford,West Ham,1.62,4.49,4.51,1-2,1.0,2.0,3.0,E
6696,Manchester Red,N. Forest,1.53,4.31,5.67,4-1,4.0,1.0,5.0,D
6697,Manchester Blue,Leeds,1.1,9.22,21.78,1-0,1.0,0.0,1.0,D
6698,C. Palace,Newcastle,2.47,3.69,2.61,0-3,0.0,3.0,3.0,E
6699,Everton,A. Villa,2.42,3.17,3.02,0-1,0.0,1.0,1.0,E
6700,Liverpool,Brentford,1.4,4.79,7.29,0-1,0.0,1.0,1.0,E
6701,Leeds,C. Palace,5.15,3.92,1.64,0-3,0.0,3.0,3.0,E
6702,Fulham,Wolverhampton,1.72,4.12,4.27,2-1,2.0,1.0,3.0,D
6703,A. Villa,Manchester Red,1.52,4.46,5.59,1-1,1.0,1.0,2.0,N
6704,Manchester Blue,Everton,1.23,6.07,12.16,4-1,4.0,1.0,5.0,D
6705,Newcastle,Brighton,1.49,4.87,5.45,1-2,1.0,2.0,3.0,E
6706,West Ham,Burnley,1.69,4.37,4.17,0-0,0.0,0.0,0.0,N
6707,London Blues,Bournemouth,1.53,4.57,5.3,2-3,2.0,3.0,5.0,E
6708,London Reds,Sunderland,1.22,6.74,10.8,5-1,5.0,1.0,6.0,D
6709,N. Forest,Spurs,2.2,3.79,2.93,0-0,0.0,0.0,0.0,N
6710,London Reds,Fulham,1.45,4.8,6.24,1-2,1.0,2.0,3.0,E
6711,Burnley,Liverpool,5.42,4.37,1.55,0-2,0.0,2.0,2.0,E
6712,Spurs,A. Villa,1.76,4.16,3.96,1-3,1.0,3.0,4.0,E
6713,Sunderland,London Blues,6.82,4.63,1.43,0-2,0.0,2.0,2.0,E
6714,C. Palace,Everton,1.83,3.37,4.58,1-2,1.0,2.0,3.0,E
6715,Bournemouth,N. Forest,1.86,3.62,4.07,3-1,3.0,1.0,4.0,D
6716,Manchester Red,Manchester Blue,3.56,3.47,2.04,2-1,2.0,1.0,3.0,D
6717,Wolverhampton,West Ham,2.07,3.62,3.34,3-2,3.0,2.0,5.0,D
6718,Brentford,Newcastle,2.28,4.15,2.62,3-0,3.0,0.0,3.0,D
6719,Brighton,Leeds,1.38,4.74,7.91,4-1,4.0,1.0,5.0,D
6720,London Blues,London Reds,3.81,3.44,1.97,1-0,1.0,0.0,1.0,D
6721,Manchester Blue,Spurs,1.33,5.97,7.09,3-3,3.0,3.0,6.0,N
6722,N. Forest,Sunderland,1.62,4.13,4.96,4-2,4.0,2.0,6.0,D
6723,A. Villa,Bournemouth,1.46,5.03,5.62,0-1,0.0,1.0,1.0,E
6724,C. Palace,Manchester Red,2.01,3.6,3.5,1-3,1.0,3.0,4.0,E
6725,Newcastle,Burnley,1.22,6.78,10.83,3-0,3.0,0.0,3.0,D
6726,Leeds,Brentford,6.54,4.37,1.47,1-2,1.0,2.0,3.0,E
6727,Fulham,West Ham,1.77,4.07,3.99,0-2,0.0,2.0,2.0,E
6728,Everton,Brighton,2.64,3.53,2.52,0-1,0.0,1.0,1.0,E
6729,Liverpool,Wolverhampton,1.19,6.97,13.25,4-1,4.0,1.0,5.0,D
6730,Brighton,Manchester Red,1.84,3.82,3.92,1-1,1.0,1.0,2.0,N
6731,London Reds,N. Forest,1.23,6.64,10.47,4-1,4.0,1.0,5.0,D
6732,Bournemouth,Manchester Blue,5.12,3.65,1.69,2-3,2.0,3.0,5.0,E
6733,West Ham,Liverpool,3.46,4.04,1.91,2-0,2.0,0.0,2.0,D
6734,Wolverhampton,Newcastle,3.26,3.79,2.04,3-0,3.0,0.0,3.0,D
6735,Sunderland,A. Villa,6.04,4.18,1.53,0-1,0.0,1.0,1.0,E
6736,Brentford,Everton,1.73,3.82,4.52,1-0,1.0,0.0,1.0,D
6737,London Blues,Fulham,1.82,3.76,4.07,6-0,6.0,0.0,6.0,D
6738,Spurs,C. Palace,1.83,3.97,3.83,2-2,2.0,2.0,4.0,N
6739,Burnley,Leeds,1.99,3.24,4.03,1-1,1.0,1.0,2.0,N
6740,Manchester Blue,Sunderland,1.17,7.66,12.88,4-0,4.0,0.0,4.0,D
6741,A. Villa,London Reds,3.33,3.68,2.05,0-3,0.0,3.0,3.0,E
6742,Everton,Burnley,1.77,3.77,4.37,1-1,1.0,1.0,2.0,N
6743,Newcastle,West Ham,1.28,5.82,9.35,4-0,4.0,0.0,4.0,D
6744,C. Palace,Bournemouth,1.79,4.08,3.91,1-1,1.0,1.0,2.0,N
6745,Manchester Red,Brentford,1.98,3.54,3.68,0-0,0.0,0.0,0.0,N
6746,Leeds,Wolverhampton,3.65,3.67,1.95,1-1,1.0,1.0,2.0,N
6747,Fulham,Liverpool,3.2,4.03,2.0,1-2,1.0,2.0,3.0,E
6748,Brighton,Spurs,1.9,4.27,3.34,1-0,1.0,0.0,1.0,D
6749,N. Forest,London Blues,2.15,3.55,3.2,2-2,2.0,2.0,4.0,N
6750,N. Forest,Fulham,2.22,3.37,3.19,0-2,0.0,2.0,2.0,E
6751,London Blues,A. Villa,1.67,3.94,4.84,2-0,2.0,0.0,2.0,D
6752,Sunderland,C. Palace,6.23,4.08,1.53,0-3,0.0,3.0,3.0,E
6753,London Reds,Manchester Blue,2.14,3.72,3.09,1-3,1.0,3.0,4.0,E
6754,West Ham,Leeds,1.56,4.08,5.74,4-0,4.0,0.0,4.0,D
6755,Brentford,Spurs,2.07,4.35,2.89,2-1,2.0,1.0,3.0,D
6756,Liverpool,Newcastle,1.44,4.95,6.19,3-1,3.0,1.0,4.0,D
6757,Bournemouth,Brighton,2.45,3.67,2.64,1-2,1.0,2.0,3.0,E
6758,Burnley,Manchester Red,3.14,3.3,2.28,3-0,3.0,0.0,3.0,D
6759,Wolverhampton,Everton,2.08,3.21,3.73,0-3,0.0,3.0,3.0,E
6760,Everton,West Ham,2.03,3.39,3.67,2-1,2.0,1.0,3.0,D
6761,A. Villa,N. Forest,1.37,5.31,7.18,6-0,6.0,0.0,6.0,D
6762,Brentford,Bournemouth,1.73,4.53,3.81,2-1,2.0,1.0,3.0,D
6763,Manchester Blue,London Blues,1.32,5.75,7.81,1-1,1.0,1.0,2.0,N
6764,C. Palace,London Reds,5.35,3.85,1.63,1-2,1.0,2.0,3.0,E
6765,Spurs,Burnley,1.43,5.49,5.65,3-0,3.0,0.0,3.0,D
6766,Fulham,Newcastle,2.64,3.88,2.36,2-2,2.0,2.0,4.0,N
6767,Leeds,Liverpool,9.77,6.1,1.26,1-2,1.0,2.0,3.0,E
6768,Brighton,Sunderland,1.57,4.43,5.05,1-0,1.0,0.0,1.0,D
6769,Manchester Red,Wolverhampton,1.53,4.32,5.71,0-0,0.0,0.0,0.0,N
6770,N. Forest,Manchester Blue,4.37,3.65,1.79,1-1,1.0,1.0,2.0,N
6771,Wolverhampton,Spurs,2.64,3.92,2.35,2-0,2.0,0.0,2.0,D
6772,A. Villa,Fulham,1.65,4.2,4.65,0-2,0.0,2.0,2.0,E
6773,Newcastle,Leeds,1.16,7.31,17.36,3-0,3.0,0.0,3.0,D
6774,Sunderland,Brentford,7.54,4.57,1.41,1-1,1.0,1.0,2.0,N
6775,Liverpool,Everton,1.26,5.57,11.92,1-1,1.0,1.0,2.0,N
6776,Burnley,Bournemouth,2.91,3.62,2.27,1-2,1.0,2.0,3.0,E
6777,London Blues,C. Palace,1.74,3.71,4.66,2-0,2.0,0.0,2.0,D
6778,London Reds,Brighton,1.46,5.16,5.55,0-2,0.0,2.0,2.0,E
6779,West Ham,Manchester Red,2.23,3.53,3.04,2-1,2.0,1.0,3.0,D
6780,Burnley,Sunderland,2.5,3.47,2.69,3-2,3.0,2.0,5.0,D
6781,Bournemouth,Wolverhampton,1.81,3.63,4.34,1-0,1.0,0.0,1.0,D
6782,Fulham,Leeds,1.47,4.4,6.48,2-2,2.0,2.0,4.0,N
6783,C. Palace,N. Forest,1.69,4.02,4.53,0-1,0.0,1.0,1.0,E
6784,Everton,Newcastle,3.0,3.41,2.3,0-2,0.0,2.0,2.0,E
6785,Brentford,London Reds,4.47,4.12,1.6800000000000002,2-1,2.0,1.0,3.0,D
6786,Manchester Red,Liverpool,2.62,3.77,2.42,0-1,0.0,1.0,1.0,E
6787,Brighton,London Blues,1.97,3.82,3.43,2-2,2.0,2.0,4.0,N
6788,Manchester Blue,A. Villa,1.31,5.68,8.39,3-0,3.0,0.0,3.0,D
6789,Spurs,West Ham,1.57,4.65,4.8,3-0,3.0,0.0,3.0,D
6790,West Ham,Bournemouth,2.02,4.05,3.14,0-1,0.0,1.0,1.0,E
6791,Wolverhampton,Sunderland,1.9,3.81,3.67,5-1,5.0,1.0,6.0,D
6792,Liverpool,Spurs,1.35,5.6,6.99,1-1,1.0,1.0,2.0,N
6793,London Blues,Brentford,1.84,3.7,4.05,2-2,2.0,2.0,4.0,N
6794,A. Villa,C. Palace,1.63,4.09,4.98,2-3,2.0,3.0,5.0,E
6795,Newcastle,Manchester Red,1.37,5.02,7.65,5-1,5.0,1.0,6.0,D
6796,Leeds,Everton,4.13,3.28,1.95,0-1,0.0,1.0,1.0,E
6797,N. Forest,Brighton,2.2,3.86,2.89,1-0,1.0,0.0,1.0,D
6798,Manchester Blue,Fulham,1.34,5.45,7.52,2-4,2.0,4.0,6.0,E
6799,London Reds,Burnley,1.19,7.35,11.64,5-0,5.0,0.0,5.0,D
6800,Wolverhampton,London Reds,6.63,4.16,1.49,0-2,0.0,2.0,2.0,E
6801,Fulham,Everton,1.82,3.62,4.26,2-2,2.0,2.0,4.0,N
6802,Brentford,N. Forest,1.57,4.63,4.86,1-1,1.0,1.0,2.0,N
6803,Burnley,London Blues,3.46,3.54,2.05,0-1,0.0,1.0,1.0,E
6804,Brighton,A. Villa,1.79,3.85,4.14,2-0,2.0,0.0,2.0,D
